codgr;sougr;numlig;nojour;codal
544090;3;14;2;7370
405884;1;22;6;24917
423015;7;1;1;7184
83386;1;31;1;76431
367326;5;8;2;26254
278053;7;23;6;21306
371269;1;20;1;29437
127414;4;2;1;7633
174435;3;30;3;18494
292036;3;32;1;2419
235741;2;31;2;77318
233906;2;31;1;2515
216360;1;35;1;17504
435826;6;31;3;18307
390668;3;9;1;12803
213683;4;32;2;17671
515766;2;39;1;25783
41914;4;39;3;24942
461008;6;31;1;17382
223894;1;20;2;9124
319775;2;31;2;77553
218564;2;31;1;76365
77089;1;19;1;28443
418204;7;7;1;24716
518476;7;31;5;19336
214399;4;10;2;13131
265940;7;43;1;11602
528035;4;9;1;19487
85250;4;9;1;20920
207043;4;32;1;3777
54155;3;32;1;75900
521990;5;30;1;30940
32418;5;23;2;29160
47276;5;33;4;76255
301729;6;35;3;18661
401736;1;1;1;7101
512023;1;31;3;18673
451855;1;22;5;22154
197605;4;30;2;17370
429129;2;2;1;7608
277779;4;9;2;20033
287908;7;9;1;20663
219078;7;24;2;17294
122171;1;30;1;31134
43245;3;31;3;77432
343243;7;35;2;18352
168688;4;22;6;22241
314930;6;31;1;77658
129582;7;31;1;17814
409671;5;18;2;9633
429838;7;31;2;18245
248299;4;9;2;11659
118789;5;35;3;18083
509399;4;9;2;20833
143286;3;31;1;17999
126315;3;43;2;11658
91879;6;39;1;25071
352300;5;1;1;7207
511534;2;31;3;29806
513611;1;32;1;19086
89165;7;9;2;18611
99651;2;9;1;13240
392228;4;9;1;20842
76990;5;31;2;18107
535032;6;31;2;3221
376694;4;39;1;25071
199801;6;31;1;18071
86404;3;1;1;7435
241308;1;9;3;19114
67977;7;1;1;7419
124329;2;45;6;80835
281332;1;22;2;20965
216613;2;1;1;7177
333340;7;32;1;2214
532472;1;29;3;35450
476941;1;35;2;18635
106561;1;6;2;29142
476121;3;6;2;28252
506784;2;8;1;23255
272929;4;30;1;31522
92681;4;35;1;17659
227005;1;43;7;12307
434506;6;30;2;30911
498157;1;35;2;17650
235885;5;32;2;18013
322538;6;30;1;30692
350072;1;31;3;30177
502902;2;32;1;78135
201148;4;2;1;7521
331383;4;18;2;8899
230540;5;32;3;18163
350405;6;31;3;2327
325033;3;7;2;27226
130246;5;1;1;7421
265214;2;10;1;90058
448766;4;8;1;20571
362291;2;42;1;8842
123789;7;32;4;18015
306170;1;40;1;20460
144739;3;18;1;28863
453103;5;18;1;37245
90540;3;31;4;18737
378786;5;9;1;20568
407945;7;29;1;31348
55188;7;13;2;7485
42696;5;9;1;20349
393386;3;35;1;27337
237136;3;1;1;7288
404279;1;11;2;88001
337641;3;32;1;2743
142316;4;34;1;77023
172593;6;31;2;76400
231485;4;9;2;19111
109966;1;37;1;80952
132971;3;11;2;14073
216619;1;32;2;26254
236713;1;33;1;19305
369723;7;40;1;16167
91040;7;34;4;27706
309860;3;22;2;23509
109158;2;11;1;14442
452403;5;41;1;13428
351859;5;9;2;22358
69878;6;6;1;10915
98884;7;35;1;17199
351245;1;9;1;19880
145909;3;1;1;7278
426182;7;39;2;24917
51966;1;12;1;91847
61895;7;18;1;28669
285833;3;33;2;17773
368114;6;19;1;28312
124691;5;31;2;18236
466001;4;8;1;21952
306848;4;30;1;31427
508988;3;21;2;9112
281877;6;8;2;22807
297933;1;30;1;31188
347475;4;22;1;22489
351421;3;10;2;20539
522030;4;9;1;21833
81243;3;20;2;28471
490824;6;29;2;81763
67059;3;18;2;9932
491504;1;31;5;19114
212327;1;2;1;7699
176413;6;31;2;18306
431002;4;1;1;7394
455411;5;23;5;19205
397556;4;20;2;29856
511229;3;9;2;20109
85556;3;2;1;7704
304572;6;5;1;10032
300901;6;29;1;6501
470372;1;31;1;76956
504659;3;32;5;18008
521828;2;9;1;22235
356166;3;32;2;17957
334809;6;42;7;11335
534017;5;31;4;17858
533380;5;30;2;31087
126587;5;1;1;7088
134496;6;8;2;22428
300715;1;20;1;31208
98132;1;35;1;27433
501648;5;9;1;20916
552558;2;23;5;19610
79353;1;9;1;19858
199896;7;32;1;1870
49183;5;23;4;19746
85706;3;10;2;13326
154086;1;23;4;19789
265730;4;30;1;31105
320270;2;32;1;17927
500004;7;1;1;6963
323513;2;23;3;20573
306712;7;29;2;17228
316568;2;18;1;30247
495734;1;39;2;25279
353658;2;2;1;7522
92026;3;1;1;7164
466656;7;19;3;29720
420284;5;22;4;23731
141935;1;30;3;35402
119818;2;30;1;30949
9469;2;20;2;29332
58448;1;4;1;9480
377708;3;21;5;23977
110260;5;2;1;7554
239696;2;2;2;32508
539327;3;1;1;7194
383613;5;10;2;92420
45865;5;2;1;7625
267001;2;33;1;4434
421693;3;18;2;9408
197826;4;8;1;22978
458354;4;7;1;11988
514550;1;1;1;7212
432856;2;31;1;76910
530997;1;26;2;87153
197443;1;4;1;9811
376562;5;10;3;19760
361267;6;31;3;18372
145086;1;20;2;9012
152247;7;24;3;19099
134042;2;32;1;2483
376475;6;29;2;31022
134138;4;1;1;7422
133921;3;23;5;17894
171053;6;22;4;20532
179846;1;9;2;19738
530625;3;39;1;24773
402916;6;29;3;35442
349120;7;9;1;14341
211937;1;32;3;17910
64540;2;23;4;20771
439235;4;22;3;22115
309675;5;2;1;7641
458155;1;33;1;4518
340784;2;31;3;18597
467613;6;29;4;30850
201617;5;23;4;20524
56690;7;14;2;3932
130808;3;1;1;7406
310907;4;30;2;17261
225859;7;1;1;7112
2103;3;20;1;29569
365685;5;9;1;23186
237538;3;35;2;17541
95875;4;23;5;19164
271489;3;30;2;31098
274466;5;30;1;30945
446638;5;9;2;19333
79916;2;20;2;27449
491133;1;19;1;29035
108648;5;2;1;7504
516172;4;19;2;8196
524857;2;9;1;20020
404433;2;33;2;80510
250247;3;39;2;25363
299080;7;27;1;29598
373827;3;31;7;18755
493811;7;34;3;17698
178457;4;1;1;7461
148620;6;10;1;19815
526344;7;9;2;20611
489432;7;11;1;91426
91914;4;9;1;20052
53763;4;24;2;91056
367373;2;31;2;76379
30969;3;36;4;26210
399632;1;32;2;18460
433211;2;42;1;12875
429543;4;19;1;33039
405814;1;34;1;23352
420075;2;31;6;18839
171090;6;31;1;19250
336439;2;32;1;20872
160060;4;27;3;18924
476659;5;32;3;17916
108563;6;32;1;2250
359777;2;30;2;31421
106360;5;32;2;18039
559340;5;25;2;89656
327958;6;33;1;17552
515569;3;23;2;22342
237632;6;32;1;2149
260895;4;1;1;7484
470951;3;1;1;7238
346155;2;8;1;22840
76494;4;32;2;17932
352323;6;41;1;15997
148493;5;20;1;28670
259028;5;18;2;9703
178596;5;23;5;20092
102007;4;10;2;19855
363560;5;1;1;7308
323654;3;38;3;24424
258526;6;23;2;18934
189506;2;41;1;16472
501635;5;34;1;19313
251556;2;31;1;76783
333145;7;13;2;6011
515781;1;7;1;23862
22837;7;35;2;27298
150043;6;30;2;31002
114990;4;31;5;18127
102249;3;34;5;19380
397059;4;31;6;18745
293470;4;9;2;18035
140308;4;29;4;30966
512986;4;4;2;31453
399492;4;31;1;76652
270568;2;30;1;30817
353948;7;1;1;7006
61938;1;31;1;76592
272817;4;43;2;11719
129815;1;39;1;25175
434328;6;23;5;20274
483768;1;11;1;91532
223904;6;19;2;8062
464953;4;1;1;7258
522270;5;39;1;24935
247129;6;43;3;11642
380992;1;28;4;17777
510154;6;9;1;20303
217307;3;23;3;21221
320950;1;9;2;19734
481350;7;19;3;28875
522795;6;1;1;7157
319256;5;30;3;30951
82339;5;31;2;76670
153468;4;18;2;6221
269256;5;41;1;16784
350819;1;1;1;7391
320797;2;28;2;84070
-17677;2;12;2;11186
538006;1;27;3;18573
335120;2;34;5;18401
375172;7;29;4;31021
538049;1;1;1;7350
496523;2;9;1;19725
147471;6;3;1;8450
64577;6;1;1;7306
250713;7;9;3;20875
228689;1;1;1;7276
262906;5;36;4;19909
359290;1;9;2;19664
354199;2;33;1;3192
161206;3;2;1;7664
242184;1;1;1;7204
101077;1;9;1;21977
275439;2;19;1;29429
23980;2;31;2;76596
285245;1;2;1;7730
402154;1;40;2;20007
236544;4;39;2;25115
29761;2;19;1;33325
91271;7;1;1;7136
544975;5;16;1;40092
110513;3;23;5;19599
237538;2;32;1;2785
497440;1;32;1;18780
291631;7;36;1;16629
94768;4;32;2;19897
453404;2;1;1;7378
189390;7;9;1;21294
99197;4;35;1;17903
309028;6;20;1;29254
175301;1;9;2;19649
154711;3;34;6;18529
517131;6;9;2;19424
179152;1;1;1;7465
365422;2;34;1;5892
176054;1;19;3;10507
299708;7;29;4;30840
335478;4;31;3;17868
329673;4;18;2;5798
468539;2;20;1;29157
118595;5;1;1;7333
264540;1;30;2;31264
507721;7;23;4;21252
79843;6;1;1;7220
463834;1;30;2;31032
474062;4;9;2;19400
424574;5;1;1;7412
134778;5;29;3;30636
452397;2;35;1;79626
258250;1;30;1;30927
550638;3;7;2;27229
388470;4;9;3;24918
502140;1;39;2;25073
503980;1;10;2;18326
324801;2;32;1;29482
475650;2;9;1;19870
373390;6;1;1;7340
196622;7;43;4;10591
450392;1;9;2;20615
104184;1;33;6;19671
33149;3;31;6;18613
220737;7;10;3;19537
216996;4;30;1;31136
325644;3;30;1;30760
457905;2;32;5;18131
14656;5;30;1;30984
463939;5;24;7;20721
300001;5;30;2;79409
411630;5;31;1;76702
518075;2;32;1;2303
517193;1;16;2;4259
78168;5;9;2;19706
382642;1;9;1;21282
205007;1;39;2;25446
354491;5;7;1;11322
189341;7;42;7;9656
143740;6;20;1;29698
367570;3;32;1;2599
188872;3;2;1;7525
190437;3;16;2;6286
104645;1;29;2;82886
400906;1;20;1;30966
451406;4;23;2;19225
539880;5;34;2;17338
210584;5;32;1;1727
359786;7;35;1;17691
113067;3;8;1;21142
89666;2;31;2;17920
480685;1;3;1;32457
498782;3;32;3;18096
496322;3;32;5;18628
186555;2;12;2;10095
405120;6;33;1;16194
115483;7;32;3;18190
289734;7;31;5;18437
342819;7;32;1;29478
348333;2;19;1;35079
35390;3;9;2;19601
396838;6;11;1;86452
519907;6;30;2;31023
462657;4;9;1;20793
470563;3;39;1;24737
381079;7;35;4;17607
195810;3;43;4;11578
293742;2;20;1;31529
557792;4;35;2;17387
18564;1;23;4;19553
442838;2;9;1;20146
400049;6;22;3;20365
435886;7;30;3;31044
283030;3;10;3;19711
34610;5;29;3;31082
508585;4;9;1;13500
528357;4;10;2;18996
304593;2;2;1;7557
167268;3;30;1;30809
96496;3;30;1;5057
454546;3;23;4;19423
477783;2;43;1;10967
100031;4;35;2;17934
331435;1;31;3;18366
554634;5;11;3;13089
518471;7;9;2;19859
104083;1;32;1;28585
144600;1;8;1;22386
117594;7;21;2;10137
290041;3;27;3;18803
502548;6;9;1;21622
533624;6;34;1;12818
534559;7;8;2;20951
383960;7;1;1;6989
168929;1;31;1;76979
497909;5;2;1;7583
42403;5;38;1;25080
191996;5;30;1;30790
400053;7;43;2;11726
118516;1;39;3;25131
345848;6;13;2;7187
524208;4;39;2;25250
134839;7;36;2;5429
70990;5;9;3;19431
145471;1;32;2;29109
451748;6;9;1;16927
137395;4;11;2;12225
66424;5;13;2;8995
508918;2;1;1;7416
532843;2;30;1;31172
326954;5;19;2;9965
160441;5;43;2;11803
218350;3;10;1;20909
515317;1;19;1;28643
513080;1;9;1;20406
310671;4;43;2;11358
61894;2;8;1;22153
514615;5;1;1;7081
136110;1;36;7;18450
293252;3;30;2;79726
388258;5;30;1;29750
260758;5;29;2;17082
31971;3;1;1;7492
312205;3;37;1;17505
345517;1;1;1;7304
326399;3;35;7;5518
277520;4;19;2;31445
167327;4;21;3;21200
379076;1;22;2;21573
25763;6;19;1;28327
427980;1;21;2;9018
452647;3;8;1;23316
333236;2;31;2;77273
512416;6;1;1;7196
134912;6;41;1;86364
413892;7;2;1;7378
301386;1;12;1;89876
36393;5;22;1;21565
9145;7;16;2;3521
56348;2;10;2;11048
26295;7;29;4;30712
230596;1;31;6;18746
316077;3;18;1;35231
215625;6;31;2;76767
517986;4;39;2;25544
210729;5;35;3;19281
201590;2;9;1;15792
206111;2;34;1;79419
321909;4;32;2;29379
110923;6;1;1;7252
318067;4;9;2;23453
303025;3;8;2;26082
506228;3;1;1;7357
540306;6;9;3;20896
156315;6;1;1;7288
22335;6;19;1;29967
231791;5;1;1;7054
65038;7;1;1;7258
513552;7;9;2;19558
108411;5;2;1;7417
298324;4;14;2;6090
224643;7;5;1;10101
126860;6;34;1;5838
346976;4;2;1;7476
208341;1;1;1;7074
285994;4;9;2;19923
184412;5;30;1;30247
293105;5;20;1;30457
546256;1;35;2;10461
478462;6;22;5;22967
268670;5;33;1;3634
400050;1;9;2;20648
461518;5;30;2;31031
246135;7;9;2;21591
507205;1;10;2;14510
14602;1;23;4;17272
169900;5;15;2;9410
471966;2;31;1;76808
167424;1;39;1;25136
198691;1;43;1;12260
513210;3;33;1;3389
346586;1;21;2;24553
500718;3;9;1;23753
460765;3;9;2;20325
246620;3;26;2;88426
276051;1;30;2;31144
536435;4;1;1;7347
408801;4;32;6;18528
176583;4;31;4;17966
557249;3;23;4;19514
57164;6;2;1;7480
436586;2;23;7;20139
400388;3;9;1;20571
44935;5;19;2;30106
346063;1;31;3;18398
250682;5;9;2;19313
553507;2;23;5;20216
166062;2;19;2;29973
184128;7;31;1;26782
467974;3;10;2;22727
441634;4;9;1;20026
306762;4;31;2;18164
143997;6;9;2;20720
38047;1;10;1;15315
219108;7;30;1;30798
527947;4;21;2;10128
92031;5;9;1;20278
246887;3;32;2;18167
523086;2;1;1;7135
418822;6;30;1;31056
277032;3;27;3;19121
243232;1;23;1;14016
497763;7;33;1;2470
83506;2;8;1;21663
389521;6;21;4;23970
64628;7;2;1;7852
28200;7;37;1;25758
329966;4;1;1;7187
99985;1;20;3;28968
400947;3;31;2;76576
246770;6;9;2;88217
517000;6;19;1;31637
161811;1;19;2;9193
240888;3;31;1;76743
497253;3;31;3;18253
345580;4;9;1;20839
514260;3;33;2;80051
530735;3;29;1;18430
108168;6;30;1;30785
250128;3;43;7;41409
243681;2;18;2;91296
141572;6;32;1;2292
316048;4;32;3;17964
157157;4;32;3;3330
265948;7;31;2;17954
122963;4;31;1;17980
384695;3;11;1;90467
195389;6;31;3;75994
325874;5;19;1;30519
346739;6;27;2;86567
379219;3;43;2;11704
421026;7;39;3;24866
506509;3;20;3;28486
273431;5;30;1;31243
538124;7;22;4;20845
464118;3;9;1;20068
533035;5;22;3;21468
224080;2;2;1;7645
85119;1;32;1;6365
499334;5;32;3;17974
239795;1;1;1;7301
406913;5;33;1;28335
165302;3;35;1;17431
514158;1;14;2;6354
276377;2;9;2;20123
441206;7;19;2;7428
432677;5;30;2;30886
175367;5;7;1;11628
85134;1;31;3;18429
389125;3;18;1;35602
396311;6;1;1;7096
84520;3;1;1;7425
27542;7;24;2;19975
73831;5;2;1;7499
500778;4;33;1;3314
498162;1;8;1;24203
174574;7;43;2;11402
499597;7;31;2;17981
344558;6;38;1;25139
246127;3;7;1;11068
256040;2;23;4;19628
28774;3;30;2;32591
274207;6;10;2;20528
260865;6;31;2;76686
517345;2;35;1;17730
219422;3;30;2;31322
501368;4;1;1;7155
315774;1;43;1;11456
532096;4;1;1;7094
132997;3;33;1;3298
357573;1;32;2;77464
242119;4;1;1;7273
194300;5;34;3;17727
34926;4;9;1;19523
291512;1;4;1;9198
388711;1;20;2;9042
155375;5;34;1;4782
506678;5;30;1;30667
226400;2;43;1;84460
136111;5;2;1;7501
331196;1;39;1;25303
304367;4;31;2;77174
485085;3;21;2;27390
385949;4;22;2;21906
500335;2;5;1;31622
492330;3;8;1;11923
414085;7;23;2;17539
300236;5;10;3;19673
26386;3;29;2;18120
498110;6;32;5;17714
149258;3;1;1;7051
37046;5;10;1;19057
303250;4;1;1;7195
164223;6;23;1;16086
53951;5;21;2;9583
411979;6;39;2;24908
163992;7;31;1;18235
219807;5;31;1;24990
427044;1;31;1;76713
123157;5;30;2;30714
106687;4;21;3;25790
208772;1;16;2;96978
511166;7;9;1;21197
423904;5;30;1;83041
432206;2;20;1;26690
287572;5;39;2;25061
443914;7;33;1;19660
518747;2;32;3;18255
506447;2;21;2;24972
36682;2;11;2;12253
228114;1;43;1;10647
494398;2;31;2;76485
252732;5;35;2;17437
343018;2;9;1;41257
444242;2;34;1;18257
209498;5;31;2;76364
515441;5;27;3;19143
261914;3;37;2;6897
44173;3;16;2;27864
83542;7;31;3;18193
435250;6;31;1;76553
239865;2;10;2;20396
248317;5;34;5;19929
503130;3;21;3;25392
85260;6;33;1;14364
422627;3;10;1;15330
37028;3;23;4;18387
301364;4;19;1;28610
542786;7;9;2;22802
282980;2;9;1;24131
440536;7;41;2;13088
113921;3;34;4;17814
503073;3;8;1;23230
108149;4;31;2;18048
421588;5;41;7;11235
488844;1;9;2;20187
251497;1;8;2;27688
304225;6;11;2;90277
247320;1;39;1;25318
139995;6;32;2;18122
311346;3;35;2;17211
340534;1;32;1;2445
525456;7;30;1;30864
411258;1;2;1;7800
283436;4;31;2;18370
168394;2;22;2;21562
250328;5;11;2;11145
157287;4;21;2;24322
166850;3;34;4;18780
148713;5;31;4;18249
19368;5;28;1;30996
499453;1;31;2;77497
317365;7;20;1;30176
147607;1;2;1;8051
387670;2;34;2;80783
161495;7;10;2;14138
302128;1;31;6;19008
125469;7;30;2;18547
320063;5;1;1;7315
303922;2;1;1;7456
511389;6;1;1;7224
384231;6;11;1;94494
234268;6;23;4;20021
90860;3;33;1;4193
329638;6;31;1;4242
257141;7;24;4;19052
73001;4;23;3;20986
109596;2;32;3;20031
155156;1;19;2;9840
341464;4;20;2;30521
528662;4;1;1;7098
443193;6;10;1;18144
433440;3;31;2;77500
510838;7;18;2;5306
522981;5;14;2;6992
83894;6;30;2;31024
64792;4;1;1;7494
496181;2;31;2;18141
312923;5;9;2;19702
76329;3;20;2;8698
36884;7;39;2;25006
291709;1;32;2;17790
352731;2;34;6;18688
152012;4;31;2;76933
401648;7;9;2;20441
17397;7;30;1;30875
10662;4;30;2;30534
104246;1;9;1;20464
106717;3;31;2;18316
283912;1;20;2;8778
536019;4;1;1;7217
542585;7;21;2;27301
396894;4;30;1;30806
461419;2;32;1;2253
373179;7;32;3;18039
169876;1;32;1;2541
381316;1;42;3;10267
300050;1;32;1;3847
74482;4;40;1;15102
526221;2;30;1;31537
59818;4;33;7;18270
228178;5;30;2;78455
487075;1;11;1;89254
341042;1;35;6;67419
511909;1;29;4;30901
352809;5;30;2;31123
240868;7;31;1;1668
334294;3;3;1;9313
539927;2;23;4;20253
126716;5;31;1;76671
536081;6;32;4;18037
98961;2;20;1;30242
117711;1;16;2;6500
501538;3;34;1;21891
386994;2;33;2;20290
384635;3;32;2;17330
50881;4;39;2;25069
547650;3;25;2;87114
196231;2;2;1;7468
81898;2;23;5;20499
489982;7;2;2;31628
307278;6;38;1;24879
335157;1;32;3;17834
515790;5;1;1;7367
92179;7;37;1;25665
290212;2;32;5;20071
15816;2;31;1;76971
376647;2;35;1;18207
532492;1;22;3;22269
59846;1;9;2;20244
264933;1;33;1;3427
278480;5;9;2;19940
52097;2;3;3;30821
78515;3;9;1;17042
18666;5;19;3;21049
300035;7;33;1;2921
149917;7;26;2;30180
151538;7;31;3;18071
308537;4;35;3;17611
29562;1;23;2;19328
218758;6;3;1;8688
365852;4;19;1;29841
503607;4;22;4;23174
101819;7;27;2;17154
401376;3;32;6;18328
5199;1;19;1;29153
326656;3;34;1;17479
312326;5;9;1;19958
349945;4;24;2;88620
115523;5;35;3;18089
464372;2;32;2;19112
333183;4;18;2;32224
474692;2;9;2;20022
309937;6;31;2;18938
89009;2;2;1;7626
28622;5;28;2;17469
56885;1;31;1;76631
301730;4;24;2;89532
357775;4;38;1;13905
129975;1;12;2;91734
471320;1;9;1;19340
263777;7;21;3;26504
290911;5;23;1;17509
269063;2;5;3;29748
277690;2;41;6;10608
504881;1;29;3;30870
167073;1;32;3;18030
60187;1;32;2;18364
496066;1;9;1;19862
117481;1;10;1;20022
514752;6;1;1;7230
514468;5;1;1;7035
425202;7;8;2;23672
330356;7;23;2;17599
368955;5;31;2;77810
485519;7;10;1;89457
379843;2;30;2;30972
510657;5;9;1;20457
249361;6;22;2;23542
252084;1;21;2;27056
532442;6;1;1;7094
88391;2;4;1;9230
50476;5;39;1;13933
197864;7;31;3;18075
255598;1;31;2;18110
313457;2;31;2;18118
405366;6;31;1;27920
288706;2;9;2;20486
127179;4;28;1;10264
170498;3;26;1;30590
205050;3;11;2;91788
96074;5;42;1;12189
104339;1;33;1;3324
441514;3;31;4;18389
446160;6;9;2;20150
259817;5;8;2;24443
439006;6;33;3;28444
84462;1;30;1;30812
119800;3;32;3;18212
375358;3;21;2;25332
12575;4;30;2;78003
421944;2;32;2;17623
491353;6;10;1;94786
183209;3;21;3;23098
267673;3;9;1;22078
434580;1;9;1;88261
492682;6;2;1;8075
87898;2;23;3;20371
318129;7;10;3;19766
497627;2;36;1;22340
551109;2;28;4;18181
84042;7;35;1;16624
386209;7;4;1;9660
419962;3;29;4;32115
305442;1;4;1;8684
232988;6;11;1;91716
164359;1;32;1;26272
319371;7;31;3;18372
260173;7;23;4;17314
532202;5;19;1;29243
270259;5;10;1;88069
292359;2;23;4;19609
228850;6;20;1;30774
537016;6;27;2;19264
496562;4;39;2;25009
294583;3;32;2;17212
554355;4;22;4;21859
174422;2;29;1;82471
127225;4;33;2;17870
183443;4;38;6;20057
373352;6;32;4;18332
214926;1;22;3;20459
371743;1;16;2;9275
327678;7;39;1;8606
451180;5;23;1;17469
342242;3;9;2;19179
114005;4;31;2;76468
425529;6;31;2;76669
172464;6;32;1;1716
553966;6;23;5;19411
313783;3;2;2;31750
192682;2;1;1;7134
163480;1;20;2;9668
329979;3;20;2;29402
388951;7;30;2;30721
336982;2;21;1;24573
288227;6;43;2;11994
24779;1;22;4;23382
430790;5;32;3;17718
277469;3;31;2;18286
183250;2;30;1;31267
204642;4;0;4;79285
119176;4;8;1;20705
303513;1;33;1;17025
370102;6;2;2;32219
198491;4;1;1;7187
127321;4;43;2;10920
126098;2;35;1;16085
435501;2;1;1;7390
94310;2;35;2;17626
441506;1;31;2;18541
50072;4;17;2;9157
204070;4;9;1;18870
487844;3;6;2;28827
48047;5;25;1;89702
101578;7;35;5;19119
93347;3;32;3;17916
404661;7;23;3;21736
488251;2;31;1;77096
78897;4;9;1;19219
262469;3;9;1;14300
313212;4;2;1;7758
307160;3;1;1;7426
31354;2;16;2;14883
71532;1;31;2;76163
389968;6;20;2;9086
43638;4;40;1;91019
360216;4;43;2;11596
99980;6;32;2;17547
383059;4;23;4;19922
71778;2;30;1;31065
328753;7;39;1;24810
314789;3;31;4;17975
128295;1;22;1;28747
75703;1;45;2;93578
169635;4;29;1;81665
11891;2;30;1;30936
49132;2;38;1;25093
520439;7;1;1;7063
251874;4;2;1;7674
132118;6;12;2;9428
507706;4;31;2;18009
455359;5;1;1;7155
309380;5;11;1;91417
317410;1;32;1;3338
244133;7;39;2;24820
40292;3;15;2;3693
480640;3;10;3;19749
239812;3;43;2;11029
169695;3;29;1;30861
444579;5;31;1;76968
441166;1;30;1;30703
165444;4;30;1;30850
542294;4;31;3;18354
415557;4;22;4;20606
532520;5;31;5;17877
424431;1;32;6;18277
102877;7;23;3;20325
240263;1;10;3;19586
161296;6;1;1;7221
168176;5;9;1;13738
377021;7;33;2;16608
482839;2;9;2;85532
353217;3;31;6;18402
382910;7;9;1;21635
431944;7;9;1;20875
438520;1;2;1;7389
237466;1;1;1;7459
483641;6;31;3;18106
438764;5;21;3;25427
403752;3;42;1;11338
331016;5;43;6;11983
303708;3;29;1;-101
312576;6;32;1;77461
224725;6;6;1;10825
189906;5;10;1;19518
358827;1;30;2;30935
401617;5;39;1;25266
514584;2;9;1;22325
96338;1;30;3;30866
228947;6;43;3;10449
233918;5;37;7;4260
324760;4;30;2;31384
124425;2;43;1;11419
310667;7;2;1;7605
197693;7;34;5;19461
324506;4;32;1;2768
235683;5;42;3;11208
326126;1;35;1;27531
120616;6;22;2;9479
513631;4;31;4;18261
545433;2;8;1;23560
96162;4;31;2;18592
113821;4;34;2;18943
384820;7;22;3;21269
544236;2;22;7;21652
337574;1;31;3;18643
498831;2;31;4;18323
365265;2;31;1;77351
127096;5;6;1;10837
147613;7;2;1;7423
163347;7;1;1;7186
118124;2;29;3;33007
361518;3;1;1;7325
88843;5;38;2;53085
301238;2;35;2;17431
375348;1;9;1;22160
211335;3;29;1;31374
514987;2;2;1;7562
261508;7;31;2;18136
163983;1;32;1;3181
442565;5;39;3;21663
381837;4;2;1;7584
266453;7;9;1;18600
396567;6;29;3;30710
64145;5;9;2;20955
520652;7;23;5;18757
326802;2;30;3;31182
110412;2;36;1;81779
474782;6;10;2;19388
527867;7;1;1;7029
64772;1;10;2;13782
531560;5;39;4;24833
490638;2;10;2;86461
122275;1;32;2;74548
159175;7;30;3;30662
190967;2;22;4;24070
566635;4;20;2;30544
535819;5;31;2;17669
205483;3;36;2;5474
503645;4;8;2;22680
331075;5;32;3;18336
84414;6;38;4;6132
37493;4;9;2;19698
231175;5;27;2;19199
107016;1;33;1;18582
440352;2;32;6;18378
270327;7;32;1;2996
83789;7;32;3;17243
284542;6;30;1;30744
472755;2;34;1;5212
64022;6;10;2;18551
530112;1;1;1;7478
384530;3;32;2;18157
261245;1;19;1;30697
545159;7;22;4;22009
107349;4;10;2;12627
463234;5;31;5;18337
338563;6;22;2;31338
350954;4;29;3;31113
524956;7;39;1;25208
365896;1;33;2;21594
326902;5;32;4;18136
326898;6;33;3;2526
547404;2;19;1;32899
123422;5;13;2;26423
343155;7;33;1;19345
489391;4;9;2;19908
338665;6;9;2;20061
37008;4;30;1;31136
234709;1;38;1;25256
299732;5;1;1;7093
159394;6;30;1;30938
81542;2;31;1;18013
537903;2;13;2;8266
251191;5;43;3;10994
222861;5;18;2;6874
505878;2;7;1;11606
224302;3;43;1;11601
384341;5;30;1;5326
356082;4;2;1;7520
78447;2;1;1;7377
526854;7;1;1;7103
178226;3;26;3;17438
250938;6;15;2;2870
488864;1;9;1;19297
537530;4;37;1;23244
221224;5;3;1;8943
501167;3;23;4;19753
510715;1;1;1;7043
259482;2;21;3;24926
414247;5;2;1;7555
253236;4;23;4;19214
522368;1;6;2;10560
464799;3;9;1;90497
391451;2;14;2;4169
379975;6;33;1;2391
12592;3;31;1;76758
69099;2;3;1;36030
77494;5;23;2;18937
178405;5;9;2;19904
347169;2;44;7;11440
530058;2;1;1;7364
398882;4;20;2;29331
457054;3;32;1;18774
456597;6;11;1;89321
43894;1;29;3;30842
508521;7;1;1;7169
425303;1;35;2;17702
230145;3;20;2;29283
518421;5;6;2;29754
390309;4;19;1;30345
377303;1;31;5;18453
170235;3;39;1;25690
533458;6;9;2;23783
447671;1;35;4;4145
532688;2;2;1;7473
108483;2;2;1;7595
470712;2;31;3;17902
244211;2;31;4;18437
364259;3;31;7;18960
183570;5;33;1;3384
380569;1;31;6;18585
99413;4;37;1;20341
168954;3;32;3;18433
298238;4;38;1;16768
235973;5;9;1;21560
187089;6;31;2;76387
210442;3;33;1;9591
183840;4;32;4;17911
218160;6;11;2;12514
478297;4;20;1;29661
251514;3;22;2;23077
391883;1;30;2;30760
156967;6;1;1;7366
466614;6;33;4;27478
186296;1;1;1;7306
389367;7;23;2;21597
95051;7;30;3;30920
208621;5;43;2;11555
66393;1;31;1;76332
459184;5;21;3;25528
117162;1;40;1;16450
49814;7;14;2;7125
46473;2;9;2;12585
238429;7;2;1;7434
404214;4;11;2;89934
445528;3;30;2;31235
482978;2;31;2;76918
466437;2;3;1;8649
253667;5;10;2;19452
349996;1;42;2;11392
485812;4;20;1;31432
268559;2;32;1;5356
222084;6;30;1;30781
